NodeID_1,intersection
0000785,Vail Avenue and Burton Avenue
0000786,Everett Avenue and Vail Avenue
0000787,Finlay Avenue and Bayview Avenue
0000788,Bayview Avenue and Vail Avenue
0000789,Bayview Avenue and Florence Place
0000790,Excelsior Avenue and Bayview Avenue
0001349,Alverson Avenue and Correll Avenue
0001351,Barrow Place and Mallow Street
0001352,Balsam Place and Alverson Avenue
0001353,Alverson Avenue and Selkirk Street
0001354,Barrow Place and Alverson Avenue
0001356,Bayview Avenue and Waterbury Avenue
0001357,Bayview Avenue and Amboy Road
0001358,Scudder Avenue and Amboy Road
0001359,Percival Place and Florence Place
0001360,Percival Place and Florence Place
0001362,Parkwood Avenue and Amboy Road
0001363,Albourne Avenue and Lenevar Avenue
0001365,Vogel Avenue and Scudder Avenue
0001100,Harris Lane at Mason Boulevard and Bloomingdale Road
0001101,Bloomingdale Road and Wirt Avenue
0001102,Bloomingdale Road and Candon Avenue
0001103,Prince Lane and Bloomingdale Road
0001104,Bloomingdale Road and Lorraine Loop
0001105,Bloomingdale Road and Malvine Avenue
0001106,Candon Avenue and Prince Lane
0001109,Wirt Lane and Wirt Avenue
0001110,Candon Avenue and Wirt Lane
0001113,Candon Court and Candon Avenue
0001115,Candon Avenue and Phyllis Court
0001116,Candon Avenue
0001118,Malvine Avenue
0001119,Ashley Lane and Wirt Avenue
0001122,Correll Avenue and Ashley Lane
0001124,Wirt Avenue and Winant Avenue
0001125,Millennium Loop and Winant Avenue
0001126,Bloomingdale Road at Veterans Road East and Lucille Avenue
0001130,Charleston Avenue
0001131,Veterans Road East at West Shore Exwy Nb En Bloomingdale and Westfield Avenue
0001132,Veterans Road East and Winant Avenue
0001133,Charleston Avenue and Winant Avenue
0001134,Westfield Avenue and Winant Avenue
0001135,Lucille Avenue and Winant Avenue
0001136,Amboy Road at Pleasant Plains Avenue and Bloomingdale Road
0001137,Bloomingdale Road and Idaho Avenue
0001141,Cranberry Court and Sharrott Avenue
0001142,Sharrott Avenue and Amboy Road
0002456,Rye Avenue at Rochelle Place and Pompey Avenue
0002457,Petrus Avenue and Pompey Avenue
0002458,Pompey Avenue and Serrell Avenue
0002459,Pompey Avenue and Lamoka Avenue
0002461,Pompey Avenue and Figurea Avenue
0002462,Laredo Avenue and Pompey Avenue
0002463,Pompey Avenue and Katan Avenue
0002464,Memphis Avenue and Pompey Avenue
0002465,Lipsett Avenue and Boardwalk Avenue
0002467,Oceanview Avenue and 3 Court
0002468,Boardwalk Avenue and 4 Court
0070588,John Street and Pedestrian Overpass
0002469,Oceanview Avenue at Allen Place and 2 Court
0002472,Barclay Avenue and Bayview Terrace
0002473,Allen Place and Kinghorn Street
0002474,Lipsett Avenue and Hylan Boulevard
0002475,Hylan Boulevard and Allen Place
0002476,Barclay Avenue and Kinghorn Street
0002477,Barclay Avenue and Hylan Boulevard
0002478,Oceanview Avenue and Barclay Avenue
0002479,Ryan Place and Hylan Boulevard
0002480,Barclay Avenue and Shirley Avenue
0002481,Tyndale Street
0002482,Barclay Avenue and Tyndale Street
0002483,Barclay Avenue and Noel Street
0002484,Kinghorn Street and Ryan Place
0002485,Luna Circle and Tyndale Street
0002486,Luna Circle
0002487,Luna Circle
0002488,Luna Circle
0002489,Holdridge Avenue and Shirley Avenue
0002490,Peare Place at Kinghorn Street and Luna Circle
0002491,Ravenna Street and Luna Circle
0002495,Holdridge Avenue and Noel Street
0002496,Ravenna Street and Holdridge Avenue
0002497,Holdridge Avenue and Lenzie Street
0002498,Sandborn Street
0001143,Amboy Road and Idaho Avenue
0001146,South Service Road at Drumgoole Road East and Bloomingdale Road
0001149,Bloomingdale Road and Outerbridge Avenue
0001150,Maretzek Court and Bloomingdale Road
0001151,Sarcona Court and Bloomingdale Road
0001152,Drumgoole Road East and Igross Court
0001156,Drumgoole Road East and Richmond Parkway Northbound Exit
0001157,Drumgoole Road West and Richmond Pkwy Sb En Maguire Avenue
0001158,Sharon Lane and Helene Court
0001159,Helene Court
0001160,Alysia Court
0001161,Helene Court and Ramona Avenue
0001162,Ramona Avenue and Woodrose Lane
0001167,Kramer Avenue and Winant Avenue
0001168,Winant Avenue and Woodrow Road
0001173,Brookside Loop and Woodrow Road
0001175,Radigan Avenue and Winant Avenue
0001176,Shiel Avenue and Winant Avenue
0001177,Mason Boulevard and Winant Avenue
0001178,Mc Baine Avenue and Winant Avenue
0001179,Radigan Avenue
0001180,Bombay Street
0001182,Winant Avenue and Millennium Loop
0001183,Correll Avenue and Winant Avenue
0001189,South Edo Court at Correll Avenue and North Edo Court
0001192,Bombay Street and Correll Avenue
0001193,Shiel Avenue and Bombay Street
0001194,Lucille Avenue
0001195,Westfield Avenue and Kunath Avenue
0001197,Hemlock Court and Charleston Avenue
0001198,Hickory Court and Charleston Avenue
0001203,Bower Court
0001207,Hampton Place at Cypress Loop and Charleston Avenue
0001208,Bower Court at Grafe Street and Hampton Place
0001209,Hampton Place and Cypress Loop
0001210,Hampton Place at Wirt Avenue and Meadow Court
0001212,Ivy Court at Hampton Place and Balsam Place
0001214,Balsam Place and Redwood Loop
0001216,Azalea Court
0001217,Amboy Road and Goff Avenue
0001218,Amboy Road and Tiffany Court
0001220,Petersons Lane and Amboy Road
0001221,Amboy Road and Woodvale Avenue
0001223,George Lane and Woodvale Avenue
0001224,Maguire Avenue and Amboy Road
0001225,Goff Avenue and Vogel Place
0001226,Vogel Place and Petersons Lane
0001228,Sagona Court and Maguire Avenue
0001229,Maguire Avenue and Depew Place
0001231,Maguire Avenue and Drumgoole Road East
0001233,Maguire Avenue and Drumgoole Road West
0001234,Maguire Avenue and Maguire Court
0001235,Drumgoole Road West and Richmond Parkway Southbound Exit
0001236,Drumgoole Road East and Richmond Pkwy Nb En Maguire Avenue
0001238,Maguire Avenue and Rensselaer Avenue
0001239,Maguire Avenue and Ramona Avenue
0001240,Maguire Avenue and Rathbun Avenue
0001241,Ramona Avenue and Minturn Avenue
0001242,Rathbun Avenue and Minturn Avenue
0001245,Convent Avenue
0001246,Maguire Avenue and Ramapo Avenue
0001247,Maguire Avenue and Sheldon Avenue
0001248,Maguire Avenue and Sinclair Avenue
0001249,Maguire Avenue and Stafford Avenue
0001251,Convent Avenue and Anthony Street
0001253,Anthony Street at Wieland Avenue and Maguire Avenue
0001254,Kramer Avenue
0001255,Woodrow Road and Maguire Avenue
0001256,Wieland Avenue and Elks Place
0001257,Elks Place and Woodrow Road
0001258,Helios Place
0001259,Lenevar Avenue and Wieland Avenue
0001260,Helios Place at Woodrow Road and Lenevar Avenue
0001261,Maguire Avenue and Mc Baine Avenue
0001262,Maguire Avenue and Mason Boulevard
0001265,Correll Avenue and Maguire Avenue
0001266,Gervil Street and Locust Court
0001267,Correll Avenue and Gervil Street
0001269,Gervil Street
0001270,Correll Avenue and Hemlock Street
0001272,Rossville Avenue at Barrow Place and Locust Court
0001368,Nathan Court and Uncas Avenue
0001370,Parkwood Avenue and Vogel Avenue
0001371,Parkwood Avenue and Uncas Avenue
0001372,Parkwood Avenue and Wheeling Avenue
0001373,Uncas Avenue
0001374,Wheeling Avenue
0001375,Drumgoole Road East and Parkwood Avenue
0001377,Bradford Avenue and Parkwood Avenue
0001378,Ashland Avenue and Parkwood Avenue
0001379,Parkwood Avenue and Albourne Avenue
0001380,Bradford Avenue and Foster Road
0001381,Albourne Avenue and Foster Road
0001382,Foster Road and Ashland Avenue
0001383,Drumgoole Road West and Parkwood Avenue
0001384,Darlington Avenue and Foster Road
0001385,Foster Road and Drumgoole Road West
0001386,Carlton Avenue and Foster Road
0001387,Foster Road and Drumgoole Road East
0001389,Ramona Avenue and Foster Road
0001390,Foster Road and Lamont Avenue
0001391,Ionia Avenue and Foster Road
0001392,Edgegrove Avenue and Foster Road
0001393,Rensselaer Avenue and Foster Road
0001394,Sheldon Avenue and Foster Road
0001395,Foster Road and Rathbun Avenue
0001396,Vernon Avenue and Sheldon Avenue
0001397,Vernon Avenue and Rathbun Avenue
0001398,Rensselaer Avenue and Vernon Avenue
0001399,Vernon Avenue and Ramona Avenue
0001400,Woodrow Road and Alverson Avenue
0001401,Vernon Avenue and Woodrow Road
0001402,Vernon Avenue and Stafford Avenue
0001403,Ramapo Avenue and Vernon Avenue
0001404,Sinclair Avenue and Vernon Avenue
0001405,Woodrow Road and Gilroy Street
0001406,Alverson Loop and Alverson Avenue
0001407,West Castor Place and Alverson Loop
0003106,Richmond Avenue and Independence Avenue
0003109,Independence Avenue and Forest Hill Road
0003110,Richmond Avenue and Yukon Avenue
0003111,Yukon Avenue and Lott Lane
0001303,Clearmont Avenue and Uncas Avenue
0001304,Albourne Avenue and Clearmont Avenue
0001305,Clearmont Avenue and Boynton Avenue
0001306,Boynton Avenue
0001307,Vogel Avenue
0001308,Uncas Avenue
0001310,Minturn Avenue and Bradford Avenue
0001311,Drumgoole Road East and Minturn Avenue
0001313,Minturn Avenue and Ashland Avenue
0001314,Drumgoole Road East and Lenevar Avenue
0003169,Windham Loop
0003170,Genesee Avenue and Stanley Circle
0003172,Demopolis Avenue and Katan Avenue
0003174,Stanley Circle and Genesee Avenue
0003175,Armstrong Avenue at Katan Avenue and Escanaba Avenue
0003177,East Figurea Avenue and Armstrong Avenue
0003178,Armstrong Avenue and East Augusta Avenue
0003179,Armstrong Avenue at E Stroud Avenue and Middle Loop Road
0003180,Leverett Avenue and Armstrong Avenue
0003181,Armstrong Avenue at East Scranton Avenue and Middle Loop Road
0003182,Armstrong Avenue and Genesee Avenue
0003184,Barlow Avenue and Fenway Circle
0003185,Armstrong Avenue and East Macon Avenue
0004075,Betty Court and Richmond Terrace
0004077,Northfield Avenue and Bailey Place
0004078,Martineau Street and Northfield Avenue
0004080,Northfield Court and Richmond Terrace
0004081,Northfield Avenue and Richmond Terrace
0004083,Richmond Terrace and Arlington Avenue
0004088,Arlington Place and South Avenue
0004090,Grandview Avenue
0004091,Grandview Avenue and Roxbury Street
0004092,Grandview Avenue and Davidson Street
0004093,Grandview Avenue and Arlington Place
0004095,Arlington Place
0004097,Davidson Street and Mersereau Avenue
0004099,Grandview Avenue and Christopher Street
0004100,Grandview Avenue and Cowen Place
0004101,Cowen Place and Post Lane
0004102,Cowen Place
0004103,Richmond Terrace and Post Lane
0004104,Mersereau Avenue and Christopher Street
0004105,Richmond Terrace and South Avenue
0004108,Richmond Terrace and Richmond Court
0004111,Grandview Avenue and Richmond Court
0004112,Grandview Avenue and Richmond Terrace
0004114,Mersereau Avenue and Richmond Terrace
0004122,Davidson Court and Davidson Street
0004124,Andros Avenue
0004125,Davidson Street and Andros Avenue
0004126,Davidson Street
0004127,Lockman Avenue and Lockman Loop
0004128,Roxbury Street and Lockman Avenue
0004131,Lockman Avenue and Lockman Place
0003215,Forest Hill Road and Rumson Road
0003218,Rumson Road
0003223,Wild Avenue and West Shore Exwy Service Road West
0003229,West Shore Exwy Service Road East and Wild Avenue
0003230,Feldmeyers Lane
0003231,West Shore Exwy Sb En Victory Boulevard and West Shore Exwy Service Road West
0002881,Kenilworth Avenue and Chatham Street
0002882,Kenilworth Avenue and Winston Street
0002883,Kenilworth Avenue and Hinton Street
0002885,Hinton Street and Woodrow Road
0002887,Kenilworth Avenue and Benson Street
0002888,Kenilworth Avenue and Arthur Kill Road
0002889,Arthur Kill Road and Woodrow Road
0002890,Woodrow Road and Benson Street
0002898,Woehrle Avenue and Loring Avenue
0002899,Woehrle Avenue and Notus Avenue
0002915,Forrestal Court
0002916,Van Allen Avenue and Forrestal Avenue
0002917,Ludlow Street and Mc Arthur Avenue
0002920,Van Allen Avenue and Mc Arthur Avenue
0002921,Alexander Avenue and Woodrow Road
0002923,Alexander Avenue and Von Braun Avenue
0002924,Ibsen Avenue and Alexander Avenue
0002928,Dorval Place
0002930,Gold Avenue and Sunfield Avenue
0002931,Sunfield Avenue and Dorval Place
0002932,Mc Arthur Avenue and Forrestal Avenue
0002933,Gary Street at Woodrow Road and Dierauf Street
0002935,Oak Lane at Woodrow Road and Berry Avenue West
0002937,Ilyssa Way at Woodrow Road and Kenmore Street
0002938,Gold Avenue and Cheryl Avenue
0002939,Berry Avenue West and Gold Avenue
0002940,Sunfield Avenue and Cheryl Avenue
0002942,Berry Avenue West and Sunfield Avenue
0002943,Dierauf Street and Kenmore Street
0002944,Billings Street at Woodrow Road and Tynan Street
0002945,Boylan Street at Woodrow Road and Winston Street
0002946,Chatham Street at Woodrow Road and Heffernan Street
0002947,Heffernan Street and End Place
0002948,End Place and Boylan Street
0002949,Tynan Street and Kenmore Street
0002957,Drumgoole Road East and Genesee Avenue
0002958,Drumgoole Road East and Unnamed Street
0002959,Annadale Road and Unnamed Street
0002960,Genesee Avenue and Annadale Road
0002961,Genesee Avenue and Lovelace Avenue
0000791,Percival Place
0000792,Percival Place and Oswald Place
0000797,Commodore Drive and Johnston Terrace
0000799,Bayview Avenue and Broken Shell Road
0000800,Johnston Terrace and Bayview Avenue
0000803,Broken Shell Road
0000805,Broken Shell Road and Johnston Terrace
0000809,Trenton Court and Keating Street
0000811,Inez Street
0000812,Ciarcia Court at Hanover Avenue and Ivan Court
0000814,Hanover Avenue and Trenton Court
0000815,Hylan Boulevard and Inez Street
0000820,Seguine Avenue and Knox Street
0000823,Singleton Street at Seguine Avenue and Johanna Lane
0000829,Seguine Avenue and Johnston Terrace
0000830,Seguine Avenue and Purdy Place
0000831,Seguine Avenue and Marscher Place
0000832,Seguine Avenue and Wilbur Street
0001078,Bloomingdale Road and Alysia Court
0001079,Bloomingdale Road and Sharrotts Road
0001080,Bloomingdale Road and Jessica Lane
0001081,Marisa Circle and Bloomingdale Road
0001083,Marisa Circle
0001085,Alysia Court and Marvin Road
0001086,Clay Pit Road and Sharrotts Lane
0001090,Crabtree Lane at Kramer Avenue and Bloomingdale Road
0001092,Crabtree Avenue at Mc Baine Avenue and Bloomingdale Road
0001093,Bloomingdale Road and Clay Pit Road
0001094,Bloomingdale Road and Woodrow Road
0001096,Bloomingdale Road and Shiel Avenue
0001097,Bloomingdale Road and Correll Avenue
0001099,Bloomingdale Road and Lorraine Loop
0001273,Correll Avenue and Rossville Avenue
0001323,Carlton Avenue and Parkwood Avenue
0001324,Lenevar Avenue and Ramona Avenue
0001325,Lenevar Avenue and Rathbun Avenue
0001326,Lenevar Avenue and Lamont Avenue
0001327,Lenevar Avenue and Sheldon Avenue
0001328,Lenevar Avenue and Sinclair Avenue
0001329,Lenevar Avenue and Stafford Avenue
0001330,Lenevar Avenue and Rensselaer Avenue
0001331,Foster Road and Sinclair Avenue
0001332,Lenevar Avenue and Ramapo Avenue
0001333,Woodrow Road and Latham Place
0001334,Rossville Avenue and Woodrow Road
0001335,Ramapo Avenue and Foster Road
0001336,Foster Road and Wieland Avenue
0001337,Woodrow Road and Foster Road
0001338,Stafford Avenue and Foster Road
0001339,Latham Place
0001341,Rossville Avenue and Mason Boulevard
0001343,Rossville Avenue and Mc Baine Avenue
0001344,Mason Boulevard and Mallow Street
0001345,Alverson Avenue and Mason Boulevard
0001346,Alverson Avenue and West Castor Place
0001348,Correll Avenue and Mallow Street
0001459,Marcy Avenue and Ionia Avenue
0001274,Correll Avenue
0001275,Balsam Place and Gervil Street
0001276,Arrowhead Court and Berry Court
0001277,Arrowhead Court at Larch Court and Arrowood Court
0001278,Arrowhead Court and Wood Court
0001279,Acorn Court at Balsam Place and Arrowhead Court
0001280,Larch Court and Rossville Avenue
0001281,Rossville Avenue and Gunton Place
0001282,Rossville Avenue at Selkirk Street and Wood Court
0000834,Trenton Court and Memo Street
0000835,Trenton Court and Hank Place
0000836,Seguine Avenue and Hank Place
0000837,Seguine Avenue and Melville Street
0000838,Memo Street and Seguine Avenue
0000839,Kingsland Street and Seguine Avenue
0000840,Ormsby Avenue
0000842,Melville Street at Walch Place and Ormsby Avenue
0000843,Wilbur Street and Walch Place
0000845,Hylan Boulevard and Prague Court
0000847,Hanover Avenue and Seguine Avenue
0000848,Seguine Avenue and Seguine Loop
0000849,Direnzo Court and Seguine Avenue
0000850,Seguine Avenue and Keating Street
0000851,Hylan Boulevard and Seguine Avenue
0000852,Seguine Avenue and Seguine Loop
0000855,Ormsby Avenue and Keating Street
0000856,Ormsby Avenue and Armour Place
0000857,Hylan Boulevard and Ormsby Avenue
0000859,Keating Street and Case Avenue
0000860,Hylan Boulevard and Holton Avenue
0000861,Singleton Street
0000862,Holton Avenue
0000863,Boscombe Avenue and Tyrellan Avenue
0000864,West Shore Exwy Nb Exit 2
0000865,Weiner Street and Meade Loop
0000866,Boscombe Avenue and Weiner Street
0000867,Meade Loop
0000872,Veterans Road West and Tyrellan Avenue
0000878,Sharrotts Road and Kent Street
0000888,Johnson Street and Arthur Kill Road
0000889,Arthur Kill Road and Industrial Loop
0000890,Industrial Loop and Arthur Kill Road
0000891,Boscombe Avenue
0000906,Englewood Avenue and Veterans Road West
0000910,Sharrotts Road and Veterans Road West
0000912,Veterans Road West and West Shore Exwy Sb En Clay Pit Road
0000914,Norman Street and Clay Pit Road
0000916,Norman Street
0000917,Clay Pit Road and Veterans Road West
